pair,timeframe,direction,entry,exit,entry_time,exit_time,pips,pnl,lots,result,regime,confidence,capital
GBP_USD,H1,BUY,1.3277744054794312,1.3311628976038523,2025-04-18 15:00:00+00:00,2025-04-20 23:00:00+00:00,33.9,221.39,0.69,WIN,TREND,0.625,9509.23
GBP_USD,H1,SELL,1.3460218906402588,1.348658846957343,2025-05-29 11:00:00+00:00,2025-05-29 12:00:00+00:00,-26.4,-101.41,0.36,LOSS,STRONG_TREND,0.625,9407.82
GBP_USD,H1,BUY,1.356024146080017,1.3599019816943578,2025-06-05 07:00:00+00:00,2025-06-05 13:00:00+00:00,38.8,225.57,0.61,WIN,TREND,0.625,9633.39
GBP_USD,H1,BUY,1.3423539400100708,1.3466656867946898,2025-08-08 12:00:00+00:00,2025-08-11 04:00:00+00:00,43.1,231.38,0.56,WIN,TREND,0.625,9864.76
GBP_USD,H1,BUY,1.3458225727081299,1.3497950839144843,2025-08-12 07:00:00+00:00,2025-08-12 12:00:00+00:00,39.7,235.14,0.62,WIN,TREND,0.625,10099.9
GBP_USD,H1,BUY,1.3503477573394775,1.348727524280548,2025-08-28 12:00:00+00:00,2025-08-29 07:00:00+00:00,-16.2,-111.61,0.62,LOSS,STRONG_TREND,0.625,9988.29
GBP_USD,H1,BUY,1.3432915210723877,1.3476164234536034,2025-09-04 11:00:00+00:00,2025-09-05 09:00:00+00:00,43.2,240.4,0.58,WIN,TREND,0.625,10228.69
GBP_USD,H1,BUY,1.3534730672836304,1.3517273579324995,2025-09-10 11:00:00+00:00,2025-09-11 05:00:00+00:00,-17.5,-113.62,0.59,LOSS,TREND,0.625,10115.07
GBP_USD,H1,BUY,1.3635309934616089,1.3671807455165046,2025-09-17 07:00:00+00:00,2025-09-17 18:00:00+00:00,36.5,239.41,0.69,WIN,TREND,0.625,10354.49
GBP_USD,H1,SELL,1.309088945388794,1.311749096427645,2025-11-21 14:00:00+00:00,2025-11-24 13:00:00+00:00,-26.6,-110.77,0.39,LOSS,RANGING,0.625,10243.72
GBP_USD,H1,BUY,1.3093289136886597,1.313226546560015,2025-11-24 14:00:00+00:00,2025-11-25 09:00:00+00:00,39.0,245.36,0.66,WIN,TREND,0.625,10489.08
GBP_USD,H1,BUY,1.336094617843628,1.3347576132842474,2025-12-04 11:00:00+00:00,2025-12-04 12:00:00+00:00,-13.4,-118.33,0.78,LOSS,STRONG_TREND,0.625,10370.76
GBP_USD,H1,BUY,1.3521736860275269,1.350722917488643,2025-12-30 10:00:00+00:00,2025-12-30 11:00:00+00:00,-14.5,-115.78,0.71,LOSS,TREND,0.625,10254.97
GBP_USD,H1,BUY,1.3493092060089111,1.3480057418346405,2026-01-07 07:00:00+00:00,2026-01-07 15:00:00+00:00,-13.0,-117.19,0.79,LOSS,STRONG_TREND,0.625,10137.78
GBP_USD,H1,SELL,1.3644053936004639,1.3660166093281336,2026-02-16 07:00:00+00:00,2026-02-16 09:00:00+00:00,-16.1,-112.85,0.63,LOSS,RANGING,0.625,10024.93
GBP_USD,H4,BUY,1.2806884050369263,1.2871961785214288,2024-07-10 08:00:00+00:00,2024-07-11 08:00:00+00:00,65.1,240.46,0.38,WIN,STRONG_TREND,0.625,10240.46
GBP_USD,H4,BUY,1.2583681344985962,1.2690270415374212,2025-02-19 16:00:00+00:00,2025-02-24 00:00:00+00:00,106.6,251.49,0.24,WIN,STRONG_TREND,0.625,10491.95
USD_JPY,M15,BUY,153.34800720214844,153.67934635707311,2026-02-16 12:30:00+00:00,2026-02-16 23:45:00+00:00,33.1,236.26,1.16,WIN,TREND,0.625,10236.26
USD_JPY,M15,BUY,153.57899475097656,153.91783387320382,2026-02-18 08:00:00+00:00,2026-02-18 13:45:00+00:00,33.9,241.91,1.16,WIN,TREND,0.625,10478.17
